game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher
2025-03-30,778516,R,Final,Globe Life Field,2025-03-30 18:35:00+00:00,Boston Red Sox,Texas Rangers,111,140,,
2025-03-30,778515,R,Final,Chase Field,2025-03-30 20:10:00+00:00,Chicago Cubs,Arizona Diamondbacks,112,109,,
2025-03-30,778513,R,Final,T-Mobile Park,2025-03-30 20:10:00+00:00,Athletics,Seattle Mariners,133,136,,
2025-03-30,778514,R,Final,Petco Park,2025-03-30 23:10:00+00:00,Atlanta Braves,San Diego Padres,144,135,,
2025-03-31,778506,R,Final,Rate Field,2025-03-31 18:10:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,
2025-03-31,778504,R,Final,American Family Field,2025-03-31 18:10:00+00:00,Kansas City Royals,Milwaukee Brewers,118,158,,
2025-03-31,778512,R,Final,Oriole Park at Camden Yards,2025-03-31 18:35:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2025-03-31,778502,R,Final,Citizens Bank Park,2025-03-31 19:05:00+00:00,Colorado Rockies,Philadelphia Phillies,115,143,,
2025-03-31,778511,R,Final,Great American Ball Park,2025-03-31 22:40:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,
2025-03-31,778509,R,Final,loanDepot park,2025-03-31 22:40:00+00:00,New York Mets,Miami Marlins,121,146,,
2025-03-31,778508,R,Final,George M. Steinbrenner Field,2025-03-31 23:05:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,
2025-03-31,778507,R,Final,Rogers Centre,2025-03-31 23:07:00+00:00,Washington Nationals,Toronto Blue Jays,120,141,,
2025-03-31,778503,R,Final,Busch Stadium,2025-03-31 23:45:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,
2025-03-31,778505,R,Final,Daikin Park,2025-04-01 00:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,
2025-03-31,778499,R,Final,Petco Park,2025-04-01 01:40:00+00:00,Cleveland Guardians,San Diego Padres,114,135,,
2025-03-31,778496,R,Final,T-Mobile Park,2025-04-01 01:40:00+00:00,Detroit Tigers,Seattle Mariners,116,136,,
2025-03-31,778501,R,Final,Sutter Health Park,2025-04-01 02:05:00+00:00,Chicago Cubs,Athletics,112,133,,
2025-03-31,778500,R,Final,Dodger Stadium,2025-04-01 02:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2025-04-01,778498,R,Final,Great American Ball Park,2025-04-01 22:40:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,
2025-04-01,778497,R,Final,loanDepot park,2025-04-01 22:40:00+00:00,New York Mets,Miami Marlins,121,146,,
2025-04-01,778493,R,Final,George M. Steinbrenner Field,2025-04-01 23:05:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,
2025-04-01,778492,R,Final,Yankee Stadium,2025-04-01 23:05:00+00:00,Arizona Diamondbacks,New York Yankees,109,147,,
2025-04-01,778491,R,Final,Rogers Centre,2025-04-01 23:07:00+00:00,Washington Nationals,Toronto Blue Jays,120,141,,
2025-04-01,778490,R,Final,Rate Field,2025-04-01 23:40:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,
2025-04-01,778488,R,Final,American Family Field,2025-04-01 23:40:00+00:00,Kansas City Royals,Milwaukee Brewers,118,158,,
2025-04-01,778495,R,Final,Busch Stadium,2025-04-01 23:45:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,
2025-04-01,778489,R,Final,Daikin Park,2025-04-02 00:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,
2025-04-01,778485,R,Final,Petco Park,2025-04-02 01:40:00+00:00,Cleveland Guardians,San Diego Padres,114,135,,
2025-04-01,778486,R,Final,T-Mobile Park,2025-04-02 01:40:00+00:00,Detroit Tigers,Seattle Mariners,116,136,,
2025-04-01,778494,R,Final,Sutter Health Park,2025-04-02 02:05:00+00:00,Chicago Cubs,Athletics,112,133,,
2025-04-01,778487,R,Final,Dodger Stadium,2025-04-02 02:10:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2025-04-02,778480,R,Final,Great American Ball Park,2025-04-02 16:40:00+00:00,Texas Rangers,Cincinnati Reds,140,113,,
2025-04-02,778479,R,Final,George M. Steinbrenner Field,2025-04-02 17:10:00+00:00,Pittsburgh Pirates,Tampa Bay Rays,134,139,,
2025-04-02,778477,R,Final,American Family Field,2025-04-02 17:10:00+00:00,Kansas City Royals,Milwaukee Brewers,118,158,,
2025-04-02,778473,R,Final,Busch Stadium,2025-04-02 17:15:00+00:00,Los Angeles Angels,St. Louis Cardinals,108,138,,
2025-04-02,778474,R,Final,Rate Field,2025-04-02 18:10:00+00:00,Minnesota Twins,Chicago White Sox,142,145,,
2025-04-02,778478,R,Final,Rogers Centre,2025-04-02 19:07:00+00:00,Washington Nationals,Toronto Blue Jays,120,141,,
2025-04-02,778471,R,Final,Sutter Health Park,2025-04-02 19:35:00+00:00,Chicago Cubs,Athletics,112,133,,
2025-04-02,778476,R,Final,Petco Park,2025-04-02 20:10:00+00:00,Cleveland Guardians,San Diego Padres,114,135,,
2025-04-02,778469,R,Final,T-Mobile Park,2025-04-02 20:10:00+00:00,Detroit Tigers,Seattle Mariners,116,136,,
2025-04-02,778475,R,Final,Daikin Park,2025-04-02 20:10:00+00:00,San Francisco Giants,Houston Astros,137,117,,
2025-04-02,778481,R,Final,loanDepot park,2025-04-02 20:40:00+00:00,New York Mets,Miami Marlins,121,146,,
2025-04-02,778483,R,Final,Oriole Park at Camden Yards,2025-04-02 22:35:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2025-04-02,778482,R,Final,Citizens Bank Park,2025-04-02 22:45:00+00:00,Colorado Rockies,Philadelphia Phillies,115,143,,
2025-04-02,778484,R,Final,Yankee Stadium,2025-04-02 23:05:00+00:00,Arizona Diamondbacks,New York Yankees,109,147,,
2025-04-02,778472,R,Final,Dodger Stadium,2025-04-03 00:38:00+00:00,Atlanta Braves,Los Angeles Dodgers,144,119,,
2025-04-03,778470,R,Final,Oriole Park at Camden Yards,2025-04-03 17:05:00+00:00,Boston Red Sox,Baltimore Orioles,111,110,,
2025-04-03,778467,R,Final,Citizens Bank Park,2025-04-03 17:05:00+00:00,Colorado Rockies,Philadelphia Phillies,115,143,,
2025-04-03,778462,R,Final,Target Field,2025-04-03 20:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2025-04-03,778466,R,Final,Yankee Stadium,2025-04-03 23:05:00+00:00,Arizona Diamondbacks,New York Yankees,109,147,,
2025-04-03,778468,R,Final,American Family Field,2025-04-03 23:40:00+00:00,Cincinnati Reds,Milwaukee Brewers,113,158,,
2025-04-04,778458,R,Final,Comerica Park,2025-04-04 17:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,
2025-04-04,778463,R,Final,Fenway Park,2025-04-04 18:10:00+00:00,St. Louis Cardinals,Boston Red Sox,138,111,,
2025-04-04,778460,R,Final,Wrigley Field,2025-04-04 18:20:00+00:00,San Diego Padres,Chicago Cubs,135,112,,
2025-04-04,778465,R,Final,Citi Field,2025-04-04 19:10:00+00:00,Toronto Blue Jays,New York Mets,141,121,,
2025-04-04,778456,R,Final,Coors Field,2025-04-04 20:10:00+00:00,Athletics,Colorado Rockies,133,115,,
2025-04-04,778461,R,Final,PNC Park,2025-04-04 20:12:00+00:00,New York Yankees,Pittsburgh Pirates,147,134,,
2025-04-04,778444,R,Final,Oracle Park,2025-04-04 20:35:00+00:00,Seattle Mariners,San Francisco Giants,136,137,,
2025-04-04,778457,R,Final,Nationals Park,2025-04-04 22:45:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2025-04-04,778459,R,Final,Citizens Bank Park,2025-04-04 22:45:00+00:00,Los Angeles Dodgers,Philadelphia Phillies,119,143,,
2025-04-04,778464,R,Final,Truist Park,2025-04-04 23:15:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2025-04-04,778455,R,Final,Kauffman Stadium,2025-04-04 23:40:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,
2025-04-04,778454,R,Final,Globe Life Field,2025-04-05 00:05:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,
2025-04-04,778453,R,Final,American Family Field,2025-04-05 00:10:00+00:00,Cincinnati Reds,Milwaukee Brewers,113,158,,
2025-04-04,778447,R,Final,Angel Stadium,2025-04-05 01:38:00+00:00,Cleveland Guardians,Los Angeles Angels,114,108,,
2025-04-05,778445,R,Final,Comerica Park,2025-04-05 17:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,
2025-04-05,778440,R,Final,Target Field,2025-04-05 18:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2025-04-05,778450,R,Final,Wrigley Field,2025-04-05 18:20:00+00:00,San Diego Padres,Chicago Cubs,135,112,,
2025-04-05,778452,R,Final,Nationals Park,2025-04-05 20:05:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2025-04-05,778448,R,Final,Citizens Bank Park,2025-04-05 20:05:00+00:00,Los Angeles Dodgers,Philadelphia Phillies,119,143,,
2025-04-05,778449,R,Final,PNC Park,2025-04-05 20:05:00+00:00,New York Yankees,Pittsburgh Pirates,147,134,,
2025-04-05,778441,R,Final,Kauffman Stadium,2025-04-05 20:10:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,
2025-04-05,778438,R,Final,Globe Life Field,2025-04-05 23:05:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,
2025-04-05,778446,R,Final,Citi Field,2025-04-05 23:10:00+00:00,Toronto Blue Jays,New York Mets,141,121,,
2025-04-05,778439,R,Final,American Family Field,2025-04-05 23:10:00+00:00,Cincinnati Reds,Milwaukee Brewers,113,158,,
2025-04-05,778451,R,Final,Truist Park,2025-04-05 23:15:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2025-04-05,778442,R,Final,Coors Field,2025-04-06 00:10:00+00:00,Athletics,Colorado Rockies,133,115,,
2025-04-05,778436,R,Final,Oracle Park,2025-04-06 01:05:00+00:00,Seattle Mariners,San Francisco Giants,136,137,,
2025-04-05,778437,R,Final,Angel Stadium,2025-04-06 01:38:00+00:00,Cleveland Guardians,Los Angeles Angels,114,108,,
2025-04-05,778443,R,Postponed,Fenway Park,2025-04-05 20:10:00+00:00,St. Louis Cardinals,Boston Red Sox,138,111,,
2025-04-06,778429,R,Final,Nationals Park,2025-04-06 17:35:00+00:00,Arizona Diamondbacks,Washington Nationals,109,120,,
2025-04-06,778443,R,Final,Fenway Park,2025-04-06 17:35:00+00:00,St. Louis Cardinals,Boston Red Sox,138,111,,
2025-04-06,778432,R,Final,Fenway Park,2025-04-06 23:10:00+00:00,St. Louis Cardinals,Boston Red Sox,138,111,,
2025-04-06,778434,R,Final,Citizens Bank Park,2025-04-06 17:35:00+00:00,Los Angeles Dodgers,Philadelphia Phillies,119,143,,
2025-04-06,778428,R,Final,PNC Park,2025-04-06 17:35:00+00:00,New York Yankees,Pittsburgh Pirates,147,134,,
2025-04-06,778435,R,Final,Citi Field,2025-04-06 17:40:00+00:00,Toronto Blue Jays,New York Mets,141,121,,
2025-04-06,778433,R,Final,Comerica Park,2025-04-06 17:40:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,
2025-04-06,778422,R,Final,Kauffman Stadium,2025-04-06 18:10:00+00:00,Baltimore Orioles,Kansas City Royals,110,118,,
2025-04-06,778419,R,Final,Target Field,2025-04-06 18:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,
2025-04-06,778421,R,Final,American Family Field,2025-04-06 18:10:00+00:00,Cincinnati Reds,Milwaukee Brewers,113,158,,
2025-04-06,778430,R,Final,Wrigley Field,2025-04-06 18:20:00+00:00,San Diego Padres,Chicago Cubs,135,112,,
2025-04-06,778420,R,Final,Globe Life Field,2025-04-06 18:35:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,
2025-04-06,778423,R,Final,Coors Field,2025-04-06 19:10:00+00:00,Athletics,Colorado Rockies,133,115,,
2025-04-06,778427,R,Final,Oracle Park,2025-04-06 20:05:00+00:00,Seattle Mariners,San Francisco Giants,136,137,,
2025-04-06,778425,R,Final,Angel Stadium,2025-04-06 20:07:00+00:00,Cleveland Guardians,Los Angeles Angels,114,108,,
2025-04-06,778431,R,Postponed,Truist Park,2025-04-06 17:35:00+00:00,Miami Marlins,Atlanta Braves,146,144,,
2025-04-07,778424,R,Final,Comerica Park,2025-04-07 19:10:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2025-04-07,778415,R,Final,PNC Park,2025-04-07 22:40:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,138,134,,
2025-04-07,778418,R,Final,Nationals Park,2025-04-07 22:45:00+00:00,Los Angeles Dodgers,Washington Nationals,119,120,,
2025-04-07,778426,R,Final,Fenway Park,2025-04-07 22:45:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2025-04-07,778416,R,Final,Citi Field,2025-04-07 23:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2025-04-07,778411,R,Final,Wrigley Field,2025-04-07 23:40:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2025-04-07,778412,R,Final,Kauffman Stadium,2025-04-07 23:40:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2025-04-07,778413,R,Final,Chase Field,2025-04-08 01:40:00+00:00,Baltimore Orioles,Arizona Diamondbacks,110,109,,
2025-04-07,778405,R,Final,T-Mobile Park,2025-04-08 01:40:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2025-04-07,778410,R,Final,Oracle Park,2025-04-08 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2025-04-07,778414,R,Final,Sutter Health Park,2025-04-08 02:05:00+00:00,San Diego Padres,Athletics,135,133,,
2025-04-08,778403,R,Final,Comerica Park,2025-04-08 17:10:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2025-04-08,778402,R,Final,Progressive Field,2025-04-08 20:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2025-04-08,778407,R,Final,Citi Field,2025-04-08 20:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2025-04-08,778408,R,Final,PNC Park,2025-04-08 22:40:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,138,134,,
2025-04-08,778409,R,Final,Nationals Park,2025-04-08 22:45:00+00:00,Los Angeles Dodgers,Washington Nationals,119,120,,
2025-04-08,778404,R,Final,Fenway Park,2025-04-08 22:45:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2025-04-08,778417,R,Final,George M. Steinbrenner Field,2025-04-08 23:05:00+00:00,Los Angeles Angels,Tampa Bay Rays,108,139,,
2025-04-08,778406,R,Final,Truist Park,2025-04-08 23:15:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2025-04-08,778401,R,Final,Wrigley Field,2025-04-08 23:40:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2025-04-08,778400,R,Final,Kauffman Stadium,2025-04-08 23:40:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2025-04-08,778394,R,Final,Coors Field,2025-04-09 00:40:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,
2025-04-08,778396,R,Final,Chase Field,2025-04-09 01:40:00+00:00,Baltimore Orioles,Arizona Diamondbacks,110,109,,
2025-04-08,778398,R,Final,T-Mobile Park,2025-04-09 01:40:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2025-04-08,778397,R,Final,Oracle Park,2025-04-09 01:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2025-04-08,778395,R,Final,Sutter Health Park,2025-04-09 02:05:00+00:00,San Diego Padres,Athletics,135,133,,
2025-04-09,778389,R,Final,PNC Park,2025-04-09 16:35:00+00:00,St. Louis Cardinals,Pittsburgh Pirates,138,134,,
2025-04-09,778390,R,Final,Citi Field,2025-04-09 17:10:00+00:00,Miami Marlins,New York Mets,146,121,,
2025-04-09,778387,R,Final,Comerica Park,2025-04-09 17:10:00+00:00,New York Yankees,Detroit Tigers,147,116,,
2025-04-09,778385,R,Final,Wrigley Field,2025-04-09 18:20:00+00:00,Texas Rangers,Chicago Cubs,140,112,,
2025-04-09,778381,R,Final,Sutter Health Park,2025-04-09 19:35:00+00:00,San Diego Padres,Athletics,135,133,,
2025-04-09,778380,R,Final,Chase Field,2025-04-09 19:40:00+00:00,Baltimore Orioles,Arizona Diamondbacks,110,109,,
2025-04-09,778376,R,Final,Oracle Park,2025-04-09 19:45:00+00:00,Cincinnati Reds,San Francisco Giants,113,137,,
2025-04-09,778392,R,Final,Nationals Park,2025-04-09 20:05:00+00:00,Los Angeles Dodgers,Washington Nationals,119,120,,
2025-04-09,778383,R,Final,T-Mobile Park,2025-04-09 20:10:00+00:00,Houston Astros,Seattle Mariners,117,136,,
2025-04-09,778391,R,Final,Progressive Field,2025-04-09 22:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2025-04-09,778386,R,Final,Fenway Park,2025-04-09 22:45:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2025-04-09,778399,R,Final,George M. Steinbrenner Field,2025-04-09 23:05:00+00:00,Los Angeles Angels,Tampa Bay Rays,108,139,,
2025-04-09,778393,R,Final,Truist Park,2025-04-09 23:15:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2025-04-09,778388,R,Final,Kauffman Stadium,2025-04-09 23:40:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2025-04-09,778379,R,Final,Coors Field,2025-04-10 00:40:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,
2025-04-10,778382,R,Final,George M. Steinbrenner Field,2025-04-10 17:10:00+00:00,Los Angeles Angels,Tampa Bay Rays,108,139,,
2025-04-10,778378,R,Final,Progressive Field,2025-04-10 17:10:00+00:00,Chicago White Sox,Cleveland Guardians,145,114,,
2025-04-10,778373,R,Final,Kauffman Stadium,2025-04-10 18:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,
2025-04-10,778371,R,Final,Coors Field,2025-04-10 19:10:00+00:00,Milwaukee Brewers,Colorado Rockies,158,115,,
2025-04-10,778377,R,Final,Fenway Park,2025-04-10 20:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,
2025-04-10,778384,R,Final,Truist Park,2025-04-10 23:15:00+00:00,Philadelphia Phillies,Atlanta Braves,143,144,,
2025-04-11,778375,R,Final,Progressive Field,2025-04-11 22:10:00+00:00,Kansas City Royals,Cleveland Guardians,118,114,,
2025-04-11,778374,R,Final,Great American Ball Park,2025-04-11 22:40:00+00:00,Pittsburgh Pirates,Cincinnati Reds,134,113,,
2025-04-11,778367,R,Final,George M. Steinbrenner Field,2025-04-11 23:05:00+00:00,Atlanta Braves,Tampa Bay Rays,144,139,,
2025-04-11,778370,R,Completed Early,Yankee Stadium,2025-04-11 23:05:00+00:00,San Francisco Giants,New York Yankees,137,147,,
2025-04-11,778369,R,Final,loanDepot park,2025-04-11 23:10:00+00:00,Washington Nationals,Miami Marlins,120,146,,
2025-04-11,778366,R,Final,Rate Field,2025-04-11 23:40:00+00:00,Boston Red Sox,Chicago White Sox,111,145,,
2025-04-11,778368,R,Final,Daikin Park,2025-04-12 00:10:00+00:00,Los Angeles Angels,Houston Astros,108,117,,
2025-04-11,778363,R,Final,Target Field,2025-04-12 00:10:00+00:00,Detroit Tigers,Minnesota Twins,116,142,,
2025-04-11,778365,R,Final,Busch Stadium,2025-04-12 00:15:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2025-04-11,778361,R,Final,Petco Park,2025-04-12 01:40:00+00:00,Colorado Rockies,San Diego Padres,115,135,,
2025-04-11,778360,R,Final,T-Mobile Park,2025-04-12 01:40:00+00:00,Texas Rangers,Seattle Mariners,140,136,,
2025-04-11,778364,R,Final,Chase Field,2025-04-12 01:40:00+00:00,Milwaukee Brewers,Arizona Diamondbacks,158,109,,
2025-04-11,778358,R,Final,Sutter Health Park,2025-04-12 02:05:00+00:00,New York Mets,Athletics,121,133,,
2025-04-11,778356,R,Final,Dodger Stadium,2025-04-12 02:10:00+00:00,Chicago Cubs,Los Angeles Dodgers,112,119,,
2025-04-11,778372,R,Postponed,Oriole Park at Camden Yards,2025-04-11 23:05:00+00:00,Toronto Blue Jays,Baltimore Orioles,141,110,,
2025-04-12,778348,R,Final,Target Field,2025-04-12 18:10:00+00:00,Detroit Tigers,Minnesota Twins,116,142,,
2025-04-12,778347,R,Final,Busch Stadium,2025-04-12 18:15:00+00:00,Philadelphia Phillies,St. Louis Cardinals,143,138,,
2025-04-12,778355,R,Final,Yankee Stadium,2025-04-12 19:05:00+00:00,San Francisco Giants,New York Yankees,137,147,,
2025-04-12,778346,R,Final,Sutter Health Park,2025-04-12 20:05:00+00:00,New York Mets,Athletics,121,133,,
2025-04-12,778362,R,Final,Oriole Park at Camden Yards,2025-04-12 20:05:00+00:00,Toronto Blue Jays,Baltimore Orioles,141,110,,
2025-04-12,778353,R,Final,George M. Steinbrenner Field,2025-04-12 20:10:00+00:00,Atlanta Braves,Tampa Bay Rays,144,139,,
2025-04-12,778349,R,Final,Rate Field,2025-04-12 20:10:00+00:00,Boston Red Sox,Chicago White Sox,111,145,,
