game_date,game_pk,game_type,status,venue,game_datetime_utc,away_team,home_team,away_team_id,home_team_id,away_probable_pitcher,home_probable_pitcher,away_runs_through5,home_runs_through5,home_leading_after5,tied_after5,away_runs_last10,home_runs_last10
2021-06-01,633871,R,Final,T-Mobile Park,2021-06-02 02:10:00+00:00,Oakland Athletics,Seattle Mariners,133,136,,,2,4,1,0,2.6,2.3
2021-06-01,633864,R,Final,Oracle Park,2021-06-02 01:45:00+00:00,Los Angeles Angels,San Francisco Giants,108,137,,,8,0,0,0,2.1,1.4
2021-06-01,633885,R,Final,Chase Field,2021-06-02 01:40:00+00:00,New York Mets,Arizona Diamondbacks,121,109,,,2,0,0,0,1.5,2.1
2021-06-01,633895,R,Final,Coors Field,2021-06-02 00:40:00+00:00,Texas Rangers,Colorado Rockies,140,115,,,1,2,1,0,0.9,4.0
2021-06-01,633891,R,Final,Kauffman Stadium,2021-06-02 00:10:00+00:00,Pittsburgh Pirates,Kansas City Royals,134,118,,,4,8,1,0,2.0,2.3
2021-06-01,633873,R,Final,Minute Maid Park,2021-06-02 00:10:00+00:00,Boston Red Sox,Houston Astros,111,117,,,1,2,1,0,2.1,3.9
2021-06-01,633880,R,Final,Wrigley Field,2021-06-02 00:05:00+00:00,San Diego Padres,Chicago Cubs,135,112,,,3,4,1,0,1.0,2.8
2021-06-01,633878,R,Final,American Family Field,2021-06-01 23:40:00+00:00,Detroit Tigers,Milwaukee Brewers,116,158,,,7,5,0,0,3.2,1.9
2021-06-01,633863,R,Final,Truist Park,2021-06-01 23:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,,6,4,0,0,3.3,3.6
2021-06-01,633868,R,Final,Great American Ball Park,2021-06-01 23:10:00+00:00,Philadelphia Phillies,Cincinnati Reds,143,113,,,4,3,0,0,1.8,2.3
2021-06-01,633857,R,Final,Sahlen Field,2021-06-01 23:07:00+00:00,Miami Marlins,Toronto Blue Jays,146,141,,,1,4,1,0,1.8,3.7
2021-06-01,633861,R,Final,Yankee Stadium,2021-06-01 23:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,,3,3,0,1,3.7,1.8
2021-06-01,633856,R,Final,Oriole Park at Camden Yards,2021-06-01 23:05:00+00:00,Minnesota Twins,Baltimore Orioles,142,110,,,1,6,1,0,2.8,3.1
2021-06-01,633877,R,Final,Progressive Field,2021-06-01 22:10:00+00:00,Chicago White Sox,Cleveland Indians,145,114,,,3,6,1,0,3.5,2.3
2021-06-02,633988,R,Final,Dodger Stadium,2021-06-03 01:10:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,138,119,,,3,14,1,0,2.8,2.9
2021-06-02,633848,R,Final,Coors Field,2021-06-03 00:40:00+00:00,Texas Rangers,Colorado Rockies,140,115,,,1,2,1,0,0.8,4.1
2021-06-02,633954,R,Final,T-Mobile Park,2021-06-03 02:10:00+00:00,Oakland Athletics,Seattle Mariners,133,136,,,5,0,0,0,2.8,2.0
2021-06-02,633842,R,Final,Minute Maid Park,2021-06-03 00:10:00+00:00,Boston Red Sox,Houston Astros,111,117,,,1,2,1,0,2.1,3.1
2021-06-02,633883,R,Final,Truist Park,2021-06-02 23:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,,3,1,0,0,3.6,3.5
2021-06-02,633844,R,Final,Sahlen Field,2021-06-02 23:07:00+00:00,Miami Marlins,Toronto Blue Jays,146,141,,,4,2,0,0,1.7,3.6
2021-06-02,633855,R,Final,Wrigley Field,2021-06-02 18:20:00+00:00,San Diego Padres,Chicago Cubs,135,112,,,1,3,1,0,1.0,2.9
2021-06-02,633853,R,Final,Oriole Park at Camden Yards,2021-06-02 23:05:00+00:00,Minnesota Twins,Baltimore Orioles,142,110,,,1,3,1,0,2.7,3.2
2021-06-02,633834,R,Final,Chase Field,2021-06-02 19:40:00+00:00,New York Mets,Arizona Diamondbacks,121,109,,,6,5,0,0,1.7,1.8
2021-06-02,633866,R,Postponed,Progressive Field,2021-06-02 17:10:00+00:00,Chicago White Sox,Cleveland Indians,145,114,,,7,2,0,0,3.4,2.2
2021-06-02,633867,R,Postponed,Great American Ball Park,2021-06-02 16:35:00+00:00,Philadelphia Phillies,Cincinnati Reds,143,113,,,4,2,0,0,2.2,2.5
2021-06-02,633882,R,Final,Yankee Stadium,2021-06-02 23:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,,2,4,1,0,3.6,2.1
2021-06-03,633841,R,Final,Petco Park,2021-06-04 02:10:00+00:00,New York Mets,San Diego Padres,121,135,,,0,4,1,0,1.7,4.3
2021-06-03,633823,R,Final,Oracle Park,2021-06-04 01:45:00+00:00,Chicago Cubs,San Francisco Giants,112,137,,,2,5,1,0,2.9,1.5
2021-06-03,633832,R,Final,Angel Stadium,2021-06-04 01:38:00+00:00,Seattle Mariners,Los Angeles Angels,136,108,,,4,2,0,0,2.1,3.8
2021-06-03,633809,R,Final,Busch Stadium,2021-06-04 00:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,,3,2,0,0,1.7,3.4
2021-06-03,633859,R,Final,Guaranteed Rate Field,2021-06-04 00:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,,1,2,1,0,3.2,2.2
2021-06-03,633833,R,Final,Kauffman Stadium,2021-06-04 00:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,,4,5,1,0,3.1,2.8
2021-06-03,633835,R,Final,PNC Park,2021-06-03 23:05:00+00:00,Miami Marlins,Pittsburgh Pirates,146,134,,,1,1,0,1,1.8,2.1
2021-06-03,633860,R,Final,Coors Field,2021-06-03 19:10:00+00:00,Texas Rangers,Colorado Rockies,140,115,,,0,7,1,0,0.7,4.7
2021-06-03,633831,R,Final,Minute Maid Park,2021-06-03 18:10:00+00:00,Boston Red Sox,Houston Astros,111,117,,,3,0,0,0,2.3,2.7
2021-06-03,633819,R,Final,Yankee Stadium,2021-06-03 17:05:00+00:00,Tampa Bay Rays,New York Yankees,139,147,,,5,1,0,0,3.1,2.1
2021-06-03,633836,R,Final,Truist Park,2021-06-03 16:20:00+00:00,Washington Nationals,Atlanta Braves,120,144,,,0,0,0,1,2.5,3.5
2021-06-03,633876,R,Final,American Family Field,2021-06-03 23:40:00+00:00,Arizona Diamondbacks,Milwaukee Brewers,109,158,,,3,6,1,0,0.7,2.5
2021-06-04,633825,R,Final,Busch Stadium,2021-06-05 00:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,,3,1,0,0,1.8,3.4
2021-06-04,633865,R,Final,Coors Field,2021-06-05 00:40:00+00:00,Oakland Athletics,Colorado Rockies,133,115,,,6,3,0,0,3.4,4.1
2021-06-04,633846,R,Final,American Family Field,2021-06-05 00:10:00+00:00,Arizona Diamondbacks,Milwaukee Brewers,109,158,,,0,4,1,0,0.7,2.8
2021-06-04,633817,R,Final,Oracle Park,2021-06-05 01:45:00+00:00,Chicago Cubs,San Francisco Giants,112,137,,,5,8,1,0,3.0,1.9
2021-06-04,633816,R,Final,Petco Park,2021-06-05 02:10:00+00:00,New York Mets,San Diego Padres,121,135,,,0,1,1,0,1.7,4.1
2021-06-04,633837,R,Final,Angel Stadium,2021-06-05 01:38:00+00:00,Seattle Mariners,Los Angeles Angels,136,108,,,2,3,1,0,2.1,3.9
2021-06-04,633840,R,Final,Guaranteed Rate Field,2021-06-05 00:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,,1,6,1,0,2.7,2.7
2021-06-04,633858,R,Final,PNC Park,2021-06-04 23:05:00+00:00,Miami Marlins,Pittsburgh Pirates,146,134,,,2,4,1,0,1.7,2.5
2021-06-04,633830,R,Final,Globe Life Field,2021-06-05 00:05:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,,0,5,1,0,2.8,3.2
2021-06-04,633820,R,Final,Truist Park,2021-06-04 23:20:00+00:00,Los Angeles Dodgers,Atlanta Braves,119,144,,,8,1,0,0,4.3,3.5
2021-06-04,633815,R,Final,Sahlen Field,2021-06-04 23:07:00+00:00,Houston Astros,Toronto Blue Jays,117,141,,,3,0,0,0,2.5,2.8
2021-06-04,633862,R,Final,Citizens Bank Park,2021-06-04 23:05:00+00:00,Washington Nationals,Philadelphia Phillies,120,143,,,1,1,0,1,2.4,1.9
2021-06-04,633838,R,Final,Kauffman Stadium,2021-06-05 00:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,,2,13,1,0,3.0,4.1
2021-06-04,633824,R,Final,Yankee Stadium,2021-06-04 23:05:00+00:00,Boston Red Sox,New York Yankees,111,147,,,3,0,0,0,2.6,2.1
2021-06-04,633818,R,Final,Oriole Park at Camden Yards,2021-06-04 23:05:00+00:00,Cleveland Indians,Baltimore Orioles,114,110,,,0,0,0,1,1.4,3.1
2021-06-05,633821,R,Final,Petco Park,2021-06-06 02:10:00+00:00,New York Mets,San Diego Padres,121,135,,,2,0,0,0,1.7,3.5
2021-06-05,633845,R,Final,Angel Stadium,2021-06-06 02:07:00+00:00,Seattle Mariners,Los Angeles Angels,136,108,,,5,4,0,0,2.3,3.7
2021-06-05,633850,R,Final,Coors Field,2021-06-06 01:10:00+00:00,Oakland Athletics,Colorado Rockies,133,115,,,5,1,0,0,3.6,3.4
2021-06-05,633886,R,Final,Oracle Park,2021-06-05 23:15:00+00:00,Chicago Cubs,San Francisco Giants,112,137,,,2,4,1,0,2.5,2.3
2021-06-05,633852,R,Final,Yankee Stadium,2021-06-05 23:15:00+00:00,Boston Red Sox,New York Yankees,111,147,,,0,2,1,0,2.0,1.8
2021-06-05,633828,R,Final,Truist Park,2021-06-05 23:15:00+00:00,Los Angeles Dodgers,Atlanta Braves,119,144,,,4,5,1,0,4.5,3.7
2021-06-05,633827,R,Final,American Family Field,2021-06-05 20:10:00+00:00,Arizona Diamondbacks,Milwaukee Brewers,109,158,,,2,3,1,0,0.8,3.1
2021-06-05,633799,R,Final,Kauffman Stadium,2021-06-05 20:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,,3,4,1,0,3.0,4.4
2021-06-05,633839,R,Final,Globe Life Field,2021-06-05 20:05:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,,2,0,0,0,2.6,2.8
2021-06-05,633807,R,Final,Oriole Park at Camden Yards,2021-06-05 20:05:00+00:00,Cleveland Indians,Baltimore Orioles,114,110,,,8,3,0,0,2.2,3.0
2021-06-05,633795,R,Final,Citizens Bank Park,2021-06-05 20:05:00+00:00,Washington Nationals,Philadelphia Phillies,120,143,,,1,4,1,0,2.5,1.7
2021-06-05,633787,R,Final,PNC Park,2021-06-05 20:05:00+00:00,Miami Marlins,Pittsburgh Pirates,146,134,,,5,2,0,0,2.1,2.5
2021-06-05,633800,R,Final,Sahlen Field,2021-06-05 19:07:00+00:00,Houston Astros,Toronto Blue Jays,117,141,,,1,6,1,0,2.3,2.9
2021-06-05,633797,R,Final,Busch Stadium,2021-06-05 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,,2,2,0,1,1.8,3.1
2021-06-05,633920,R,Final,Guaranteed Rate Field,2021-06-05 18:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,,3,1,0,0,2.7,2.6
2021-06-06,633812,R,Final,Yankee Stadium,2021-06-06 23:08:00+00:00,Boston Red Sox,New York Yankees,111,147,,,1,3,1,0,1.6,1.8
2021-06-06,633806,R,Final,Petco Park,2021-06-06 20:10:00+00:00,New York Mets,San Diego Padres,121,135,,,2,0,0,0,1.8,3.1
2021-06-06,633843,R,Final,Angel Stadium,2021-06-06 20:07:00+00:00,Seattle Mariners,Los Angeles Angels,136,108,,,3,1,0,0,2.5,3.4
2021-06-06,633869,R,Final,Oracle Park,2021-06-06 20:05:00+00:00,Chicago Cubs,San Francisco Giants,112,137,,,4,3,0,0,2.7,2.5
2021-06-06,633847,R,Final,Coors Field,2021-06-06 19:10:00+00:00,Oakland Athletics,Colorado Rockies,133,115,,,0,2,1,0,3.2,3.4
2021-06-06,633802,R,Final,Globe Life Field,2021-06-06 18:35:00+00:00,Tampa Bay Rays,Texas Rangers,139,140,,,0,1,1,0,2.3,2.2
2021-06-06,633808,R,Final,Busch Stadium,2021-06-06 18:15:00+00:00,Cincinnati Reds,St. Louis Cardinals,113,138,,,7,0,0,0,2.4,2.2
2021-06-06,633786,R,Final,Citizens Bank Park,2021-06-06 17:05:00+00:00,Washington Nationals,Philadelphia Phillies,120,143,,,3,9,1,0,2.5,2.1
2021-06-06,633798,R,Final,American Family Field,2021-06-06 18:10:00+00:00,Arizona Diamondbacks,Milwaukee Brewers,109,158,,,0,1,1,0,0.8,2.7
2021-06-06,633774,R,Final,Guaranteed Rate Field,2021-06-06 18:10:00+00:00,Detroit Tigers,Chicago White Sox,116,145,,,0,3,1,0,2.5,2.9
2021-06-06,633810,R,Final,Truist Park,2021-06-06 17:20:00+00:00,Los Angeles Dodgers,Atlanta Braves,119,144,,,1,2,1,0,4.5,3.6
2021-06-06,633780,R,Final,Sahlen Field,2021-06-06 17:07:00+00:00,Houston Astros,Toronto Blue Jays,117,141,,,4,1,0,0,2.4,2.9
2021-06-06,633814,R,Final,Oriole Park at Camden Yards,2021-06-06 17:05:00+00:00,Cleveland Indians,Baltimore Orioles,114,110,,,3,12,1,0,2.5,4.2
2021-06-06,633794,R,Final,PNC Park,2021-06-06 17:05:00+00:00,Miami Marlins,Pittsburgh Pirates,146,134,,,1,1,0,1,2.1,2.5
2021-06-06,633893,R,Final,Kauffman Stadium,2021-06-06 18:10:00+00:00,Minnesota Twins,Kansas City Royals,142,118,,,2,1,0,0,3.1,4.5
2021-06-07,633796,R,Final,Angel Stadium,2021-06-08 01:38:00+00:00,Kansas City Royals,Los Angeles Angels,118,108,,,2,7,1,0,1.9,3.9
2021-06-07,633779,R,Final,Petco Park,2021-06-08 02:10:00+00:00,Chicago Cubs,San Diego Padres,112,135,,,3,4,1,0,2.8,3.0
2021-06-08,633788,R,Final,Guaranteed Rate Field,2021-06-09 00:10:00+00:00,Toronto Blue Jays,Chicago White Sox,141,145,,,1,0,0,0,2.8,2.2
2021-06-08,633765,R,Final,Oakland Coliseum,2021-06-09 01:40:00+00:00,Arizona Diamondbacks,Oakland Athletics,109,133,,,1,5,1,0,0.8,1.9
2021-06-08,633826,R,Final,Angel Stadium,2021-06-09 01:38:00+00:00,Kansas City Royals,Los Angeles Angels,118,108,,,0,6,1,0,1.8,4.4
2021-06-08,633778,R,Final,Busch Stadium,2021-06-09 00:15:00+00:00,Cleveland Indians,St. Louis Cardinals,114,138,,,5,1,0,0,2.8,2.1
2021-06-08,633777,R,Final,Petco Park,2021-06-09 02:10:00+00:00,Chicago Cubs,San Diego Padres,112,135,,,1,0,0,0,2.8,2.9
2021-06-08,633804,R,Final,Target Field,2021-06-09 00:10:00+00:00,New York Yankees,Minnesota Twins,147,142,,,2,2,0,1,2.0,1.9
2021-06-08,633752,R,Final,Globe Life Field,2021-06-09 00:05:00+00:00,San Francisco Giants,Texas Rangers,137,140,,,1,1,0,1,4.0,1.9
2021-06-08,633766,R,Final,Tropicana Field,2021-06-08 23:10:00+00:00,Washington Nationals,Tampa Bay Rays,120,139,,,1,3,1,0,2.4,3.2
2021-06-08,633813,R,Final,loanDepot park,2021-06-08 23:10:00+00:00,Colorado Rockies,Miami Marlins,115,146,,,2,4,1,0,0.9,1.5
2021-06-08,633801,R,Final,Great American Ball Park,2021-06-08 23:10:00+00:00,Milwaukee Brewers,Cincinnati Reds,158,113,,,2,1,0,0,2.0,2.6
2021-06-08,633793,R,Final,Fenway Park,2021-06-08 23:10:00+00:00,Houston Astros,Boston Red Sox,117,111,,,7,1,0,0,3.0,3.8
2021-06-08,633785,R,Final,Citizens Bank Park,2021-06-08 23:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,4,3,0,0,2.2,2.4
2021-06-08,633773,R,Final,Oriole Park at Camden Yards,2021-06-08 23:05:00+00:00,New York Mets,Baltimore Orioles,121,110,,,2,8,1,0,1.7,4.4
2021-06-08,633772,R,Final,PNC Park,2021-06-08 23:05:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,3,0,0,0,3.5,2.2
2021-06-08,633822,R,Final,Comerica Park,2021-06-08 23:10:00+00:00,Seattle Mariners,Detroit Tigers,136,116,,,1,5,1,0,2.5,2.7
2021-06-09,633776,R,Final,Angel Stadium,2021-06-10 01:38:00+00:00,Kansas City Royals,Los Angeles Angels,118,108,,,1,2,1,0,1.5,4.6
2021-06-09,633775,R,Final,Busch Stadium,2021-06-10 00:15:00+00:00,Cleveland Indians,St. Louis Cardinals,114,138,,,2,6,1,0,2.5,2.2
2021-06-09,633792,R,Final,Target Field,2021-06-10 00:10:00+00:00,New York Yankees,Minnesota Twins,147,142,,,8,2,0,0,2.3,2.0
2021-06-09,633803,R,Final,Fenway Park,2021-06-09 23:10:00+00:00,Houston Astros,Boston Red Sox,117,111,,,5,3,0,0,3.2,3.4
2021-06-09,633791,R,Final,Great American Ball Park,2021-06-09 23:10:00+00:00,Milwaukee Brewers,Cincinnati Reds,158,113,,,2,7,1,0,2.1,3.2
2021-06-09,633767,R,Final,Tropicana Field,2021-06-09 23:10:00+00:00,Washington Nationals,Tampa Bay Rays,120,139,,,5,3,0,0,2.5,3.1
2021-06-09,633759,R,Final,Comerica Park,2021-06-09 23:10:00+00:00,Seattle Mariners,Detroit Tigers,136,116,,,0,3,1,0,2.4,2.4
2021-06-09,633783,R,Final,Guaranteed Rate Field,2021-06-10 00:10:00+00:00,Toronto Blue Jays,Chicago White Sox,141,145,,,1,2,1,0,2.9,2.4
2021-06-09,633811,R,Final,Oriole Park at Camden Yards,2021-06-09 23:05:00+00:00,New York Mets,Baltimore Orioles,121,110,,,8,1,0,0,2.5,4.1
2021-06-09,633764,R,Final,Citizens Bank Park,2021-06-09 23:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,0,0,0,1,1.9,2.4
2021-06-09,633753,R,Final,PNC Park,2021-06-09 23:05:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,2,1,0,0,3.6,2.3
2021-06-09,633739,R,Final,Petco Park,2021-06-09 20:10:00+00:00,Chicago Cubs,San Diego Padres,112,135,,,1,1,0,1,2.9,2.9
2021-06-09,633784,R,Final,Oakland Coliseum,2021-06-09 19:37:00+00:00,Arizona Diamondbacks,Oakland Athletics,109,133,,,0,3,1,0,0.6,2.1
2021-06-09,633756,R,Final,Globe Life Field,2021-06-09 18:05:00+00:00,San Francisco Giants,Texas Rangers,137,140,,,2,0,0,0,3.9,1.5
2021-06-09,633738,R,Final,loanDepot park,2021-06-09 23:10:00+00:00,Colorado Rockies,Miami Marlins,115,146,,,3,1,0,0,1.1,1.5
2021-06-10,633770,R,Final,Oakland Coliseum,2021-06-11 01:40:00+00:00,Kansas City Royals,Oakland Athletics,118,133,,,0,1,1,0,1.4,2.0
2021-06-10,633790,R,Final,Target Field,2021-06-11 00:10:00+00:00,New York Yankees,Minnesota Twins,147,142,,,4,2,0,0,2.2,2.1
2021-06-10,633733,R,Final,Guaranteed Rate Field,2021-06-11 00:10:00+00:00,Toronto Blue Jays,Chicago White Sox,141,145,,,1,3,1,0,3.0,2.6
2021-06-10,633758,R,Final,Fenway Park,2021-06-10 23:10:00+00:00,Houston Astros,Boston Red Sox,117,111,,,7,7,0,1,3.7,3.9
2021-06-10,633748,R,Final,loanDepot park,2021-06-10 23:10:00+00:00,Colorado Rockies,Miami Marlins,115,146,,,0,8,1,0,1.1,2.3
2021-06-10,633745,R,Postponed,Nationals Park,2021-06-10 23:05:00+00:00,San Francisco Giants,Washington Nationals,137,120,,,0,2,1,0,3.8,2.5
2021-06-10,633762,R,Final,Citizens Bank Park,2021-06-10 17:05:00+00:00,Atlanta Braves,Philadelphia Phillies,144,143,,,0,0,0,1,1.5,2.4
2021-06-10,633757,R,Final,Great American Ball Park,2021-06-10 16:35:00+00:00,Milwaukee Brewers,Cincinnati Reds,158,113,,,1,2,1,0,2.2,3.4
2021-06-10,633744,R,Completed Early,PNC Park,2021-06-10 16:35:00+00:00,Los Angeles Dodgers,Pittsburgh Pirates,119,134,,,4,3,0,0,3.8,2.4
2021-06-10,633754,R,Final,Comerica Park,2021-06-10 17:10:00+00:00,Seattle Mariners,Detroit Tigers,136,116,,,3,5,1,0,2.6,2.9
2021-06-11,633789,R,Final,Comerica Park,2021-06-11 23:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,,3,2,0,0,3.2,2.8
2021-06-11,633761,R,Final,Dodger Stadium,2021-06-12 02:10:00+00:00,Texas Rangers,Los Angeles Dodgers,140,119,,,0,12,1,0,0.7,3.8
2021-06-11,633731,R,Final,Chase Field,2021-06-12 01:40:00+00:00,Los Angeles Angels,Arizona Diamondbacks,108,109,,,3,2,0,0,2.4,2.0
2021-06-11,633717,R,Final,Oakland Coliseum,2021-06-12 01:40:00+00:00,Kansas City Royals,Oakland Athletics,118,133,,,0,3,1,0,1.3,2.2
2021-06-11,633768,R,Final,American Family Field,2021-06-12 00:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,,1,2,1,0,1.9,2.4
2021-06-11,633782,R,Final,loanDepot park,2021-06-11 23:10:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,2,4,1,0,1.3,2.6
2021-06-11,633720,R,Final,Target Field,2021-06-12 00:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,,2,3,1,0,3.4,2.3
2021-06-11,633771,R,Final,Citi Field,2021-06-11 23:10:00+00:00,San Diego Padres,New York Mets,135,121,,,0,3,1,0,1.0,1.9
2021-06-11,633743,R,Final,Progressive Field,2021-06-11 23:10:00+00:00,Seattle Mariners,Cleveland Indians,136,114,,,0,5,1,0,2.2,2.7
2021-06-11,633741,R,Final,Great American Ball Park,2021-06-11 23:10:00+00:00,Colorado Rockies,Cincinnati Reds,115,113,,,0,9,1,0,0.8,4.2
2021-06-11,633735,R,Final,Fenway Park,2021-06-11 23:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,3,1,0,0,3.0,3.3
2021-06-11,633746,R,Final,Nationals Park,2021-06-11 23:05:00+00:00,San Francisco Giants,Washington Nationals,137,120,,,1,0,0,0,2.5,2.3
2021-06-11,633742,R,Final,Wrigley Field,2021-06-11 18:20:00+00:00,St. Louis Cardinals,Chicago Cubs,138,112,,,5,4,0,0,3.3,2.9
2021-06-11,633781,R,Final,Tropicana Field,2021-06-11 23:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,110,139,,,2,3,1,0,2.4,3.4
2021-06-12,633723,R,Final,Dodger Stadium,2021-06-13 02:10:00+00:00,Texas Rangers,Los Angeles Dodgers,140,119,,,4,0,0,0,1.0,3.7
2021-06-12,633740,R,Final,Wrigley Field,2021-06-12 23:15:00+00:00,St. Louis Cardinals,Chicago Cubs,138,112,,,2,7,1,0,3.3,3.3
2021-06-12,633736,R,Final,Target Field,2021-06-12 23:15:00+00:00,Houston Astros,Minnesota Twins,117,142,,,0,4,1,0,3.3,2.6
2021-06-12,633732,R,Final,Citi Field,2021-06-12 20:10:00+00:00,San Diego Padres,New York Mets,135,121,,,0,2,1,0,0.8,2.1
2021-06-12,633698,R,Final,Nationals Park,2021-06-12 23:15:00+00:00,San Francisco Giants,Washington Nationals,137,120,,,0,0,0,1,1.9,1.4
2021-06-12,633751,R,Final,Fenway Park,2021-06-12 20:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,6,0,0,0,3.3,2.8
2021-06-12,633730,R,Final,Great American Ball Park,2021-06-12 20:10:00+00:00,Colorado Rockies,Cincinnati Reds,115,113,,,3,7,1,0,1.0,4.3
2021-06-12,633699,R,Final,Tropicana Field,2021-06-12 20:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,110,139,,,4,5,1,0,2.1,3.3
2021-06-12,633725,R,Final,Progressive Field,2021-06-12 20:10:00+00:00,Seattle Mariners,Cleveland Indians,136,114,,,3,0,0,0,2.1,2.7
2021-06-12,633721,R,Final,Comerica Park,2021-06-12 20:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,,13,2,0,0,3.5,3.0
2021-06-12,633712,R,Final,Chase Field,2021-06-12 20:10:00+00:00,Los Angeles Angels,Arizona Diamondbacks,108,109,,,4,5,1,0,2.8,2.5
2021-06-12,633704,R,Final,loanDepot park,2021-06-12 20:10:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,0,3,1,0,1.3,2.9
2021-06-12,633718,R,Final,Oakland Coliseum,2021-06-12 20:07:00+00:00,Kansas City Royals,Oakland Athletics,118,133,,,0,5,1,0,1.3,2.5
2021-06-12,633763,R,Final,Citizens Bank Park,2021-06-12 20:05:00+00:00,New York Yankees,Philadelphia Phillies,147,143,,,2,7,1,0,2.3,3.1
2021-06-12,633726,R,Final,American Family Field,2021-06-12 20:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,,4,7,1,0,1.7,3.1
2021-06-13,633689,R,Final,Wrigley Field,2021-06-13 23:08:00+00:00,St. Louis Cardinals,Chicago Cubs,138,112,,,0,2,1,0,3.2,3.3
2021-06-13,633696,R,Final,Chase Field,2021-06-13 20:10:00+00:00,Los Angeles Angels,Arizona Diamondbacks,108,109,,,6,1,0,0,3.4,2.2
2021-06-13,633707,R,Final,Oakland Coliseum,2021-06-13 20:07:00+00:00,Kansas City Royals,Oakland Athletics,118,133,,,2,5,1,0,1.5,2.4
2021-06-13,633749,R,Final,Target Field,2021-06-13 18:10:00+00:00,Houston Astros,Minnesota Twins,117,142,,,5,1,0,0,3.4,2.2
2021-06-13,633713,R,Final,American Family Field,2021-06-13 18:10:00+00:00,Pittsburgh Pirates,Milwaukee Brewers,134,158,,,1,1,0,1,1.8,3.1
2021-06-13,633805,R,Final,loanDepot park,2021-06-13 17:10:00+00:00,Atlanta Braves,Miami Marlins,144,146,,,5,2,0,0,1.6,2.6
2021-06-13,633737,R,Final,Tropicana Field,2021-06-13 17:10:00+00:00,Baltimore Orioles,Tampa Bay Rays,110,139,,,1,3,1,0,1.8,3.2
2021-06-13,633719,R,Final,Dodger Stadium,2021-06-13 20:10:00+00:00,Texas Rangers,Los Angeles Dodgers,140,119,,,0,4,1,0,0.9,3.9
2021-06-13,633722,R,Final,Citi Field,2021-06-13 17:10:00+00:00,San Diego Padres,New York Mets,135,121,,,1,2,1,0,0.8,1.6
2021-06-13,633711,R,Final,Great American Ball Park,2021-06-13 17:10:00+00:00,Colorado Rockies,Cincinnati Reds,115,113,,,1,3,1,0,1.0,4.4
2021-06-13,633690,R,Final,Progressive Field,2021-06-13 17:10:00+00:00,Seattle Mariners,Cleveland Indians,136,114,,,5,0,0,0,2.6,2.4
2021-06-13,633688,R,Final,Comerica Park,2021-06-13 17:10:00+00:00,Chicago White Sox,Detroit Tigers,145,116,,,2,0,0,0,3.3,3.0
2021-06-13,633715,R,Final,Citizens Bank Park,2021-06-13 17:05:00+00:00,New York Yankees,Philadelphia Phillies,147,143,,,0,7,1,0,1.8,3.6
2021-06-13,633710,R,Final,Nationals Park,2021-06-13 17:05:00+00:00,San Francisco Giants,Washington Nationals,137,120,,,0,5,1,0,1.9,1.3
2021-06-13,633728,R,Final,Fenway Park,2021-06-13 17:10:00+00:00,Toronto Blue Jays,Boston Red Sox,141,111,,,13,3,0,0,4.3,3.0
2021-06-14,633716,R,Final,T-Mobile Park,2021-06-15 02:10:00+00:00,Minnesota Twins,Seattle Mariners,142,136,,,3,3,0,1,2.4,2.3
2021-06-14,633652,R,Final,Dodger Stadium,2021-06-15 02:10:00+00:00,Philadelphia Phillies,Los Angeles Dodgers,143,119,,,1,3,1,0,2.0,3.9
2021-06-14,633734,R,Final,Oracle Park,2021-06-15 01:45:00+00:00,Arizona Diamondbacks,San Francisco Giants,109,137,,,1,3,1,0,0.7,2.6
